sid_prefix,collision_group_size,dedup_last,item_id,asin,item_text
47-14-125-203,3,1,9433,B007HSP5GC,"essie nail color polish, sure shot, .46 fl oz Essie Essie brings you a line of nail polish and effects that are the choice of celebrities and fashionistas everywhere. Her unique formula allows for chip resistant, long lasting, flawless coverage while delivering eye-popping colors and combinations. This polish is a fan favorite for models, celebrities, and even Princess Kate of England! Rock out your glamorous side with Essie! Makeup Nails Beauty Nail Polish"
47-14-125-203,3,2,9795,B00852JKK6,"Essie Summer Collection 2012 'Off the Shoulder'802 Essie Essie brings you a line of nail polish and effects that are the choice of celebrities and fashionistas everywhere. Her unique formula allows for chip resistant, long lasting, flawless coverage while delivering eye-popping colors and combinations. This polish is a fan favorite for models, celebrities, and even Princess Kate of England! Rock out your glamorous side with Essie! Makeup Nails Beauty Nail Polish"
47-169-68-1,3,0,1534,B000I4YTDW,"OPI: Lacquer NLB56 Mod About You, 0.5 oz OPI Nothing completes a look more beautifully than nails wearing the seasons most significant colors. Changing a Nail Lacquer shade can change a womans entire look _ and her outlook. With over 200 shades, you are sure to find what you're looking for.OPI Nail Lacquers contain everything you want, nothing you don't. OPI Nail Lacquers contain no DBP, toluene or formaldehyde and they are not tested on animals. Lacquers feature OPI's exclusive ProWide Brush. Makeup Nails Beauty Nail Polish"
47-169-68-1,3,1,1866,B000O1DHL4,"OPI: Lacquer NLL54 Big Apple Red, 0.5 oz OPI Nothing completes a look more beautifully than nails wearing the seasons most significant colors. Changing a Nail Lacquer shade can change a womans entire look _ and her outlook. With over 200 shades, you are sure to find what you're looking for.OPI Nail Lacquers contain everything you want, nothing you don't. OPI Nail Lacquers contain no DBP, toluene or formaldehyde and they are not tested on animals. Lacquers feature OPI's exclusive ProWide Brush. Makeup Nails Beauty Nail Polish"
47-169-68-1,3,2,2896,B0013K3G02,"OPI: Lacquer NLS63 Chicago Champagne Toast, 0.5 oz OPI Nothing completes a look more beautifully than nails wearing the seasons most significant colors. Changing a Nail Lacquer shade can change a womans entire look  and her outlook. With over 200 shades, you are sure to find what you're looking for.OPI Nail Lacquers contain everything you want, nothing you don't. OPI Nail Lacquers contain no DBP, toluene or formaldehyde and they are not tested on animals. Lacquers feature OPI's exclusive ProWide Brush. Makeup Nails Beauty Nail Polish"
47-98-73-117,3,0,11039,B00BAVOZYK,"OPI: Lacquer E74 You're Such A Budapest, 0.5 oz OPI Celebrating a region where history meets modern design, the Euro Centrale by OPI for Spring/Summer 2013 collection's 12 new lacquers offer a mix of glamorous metallic hues along with playful bright shades in periwinkle, aqua and pink and creamy blues in indigo, midnight and aubergine. Makeup Nails Beauty Nail Polish"
47-98-73-117,3,1,11040,B00BAVQZ5W,"OPI: Lacquer E75 Can't Find My Czechbook, 0.5 oz OPI Celebrating a region where history meets modern design, the Euro Centrale by OPI for Spring/Summer 2013 collection's 12 new lacquers offer a mix of glamorous metallic hues along with playful bright shades in periwinkle, aqua and pink and creamy blues in indigo, midnight and aubergine. Makeup Nails Beauty Nail Polish"
47-98-73-117,3,2,11042,B00BAY5T1K,"OPI: Lacquer E72 Eurso Euro, 0.5 oz OPI Celebrating a region where history meets modern design, the Euro Centrale by OPI for Spring/Summer 2013 collection's 12 new lacquers offer a mix of glamorous metallic hues along with playful bright shades in periwinkle, aqua and pink and creamy blues in indigo, midnight and aubergine. Makeup Nails Beauty Nail Polish"
69-18-198-144,3,0,10328,B009A0VMKI,Yesurprise Silver Rose Flower 10 pieces Silver 3D Alloy Nail Art Slices Glitters DIY Decorations Vip Beauty Shop Yesurprise Silver Rose Flower 10 pieces Silver 3D Alloy Nail Art Slices Glitters DIY Decorations Makeup Nails Beauty Nail Art
69-18-198-144,3,1,10329,B009A0VT1K,Yesurprise Special Silver White Bow Tie 10 pieces Silver 3D Alloy Nail Art Slices Glitters DIY Decorations Vip Beauty Shop Yesurprise Special Silver White Bow Tie 10 pieces Silver 3D Alloy Nail Art Slices Glitters DIY Decorations Makeup Nails Beauty Nail Art
69-18-198-144,3,2,10330,B009A0VXT8,Yesurprise Special Silver Black Bow Tie 10 pieces Silver 3D Alloy Nail Art Slices Glitters DIY Decorations Zupishi Yesurprise Special Silver Black Bow Tie 10 pieces Silver 3D Alloy Nail Art Slices Glitters DIY Decorations Makeup Nails Beauty Nail Art
69-32-31-177,3,0,2657,B000ZV5SLK,Konad Stamping Nail Art Image Plate - M19 KONAD Nail Art Konad Stamping Nail Art Image Plate - M19 Beauty Tools & Accessories Nail Art Equipment Nail Tools
69-32-31-177,3,1,6080,B003I810EQ,Konad Stamping Nail Art Image Plate - M79 KONAD Nail Art Konad Stamping Nail Art Image Plate - M79 Beauty Tools & Accessories Nail Art Equipment Nail Tools
69-32-31-177,3,2,8905,B006H2ZASC,Konad Stamping Nail Art Image Plate - M73 KONAD Nail Art Konad Stamping Nail Art Image Plate - M73 Beauty Tools & Accessories Nail Art Equipment Nail Tools
76-105-112-253,3,0,11896,B00HSNWXTI,"Caress Body Wash, Aqua Sparkle, 18 Ounce Caress Experience freshness like never before with caress aqua sparkle, infused with lilac blossom and aquamarine essence. Sparkling scents surprise your senses while lush, invigorating lather envelops your skin leaving it delicately scented and beautifully fresh. Beauty Body Washes Bath & Body Cleansers"
76-105-112-253,3,1,11897,B00HSNWXV6,"Caress Body Wash, Juicy Escape, 18 Ounce Caress Experience freshness like never before with caress juicy escape, infused with sun-kissed lily and pink grapefruit essence. Sparkling scents surprise your senses while lush, uplifting lather envelops your skin leaving it delicately scented and beautifully fresh. Beauty Body Washes Bath & Body Cleansers"
76-105-112-253,3,2,11900,B00HSNWXZM,"Caress Body Wash, Emerald Rush, 18 Ounce Caress Experience freshness like never before with caress emerald rush, infused with lush gardenia and white tea essence. Sparkling scents surprise your senses while lush, revitalizing lather envelops your skin leaving it delicately scented and beautifully fresh. Beauty Body Washes Bath & Body Cleansers"
80-144-177-251,3,0,9700,B007ZGM6A4,"niceEshop 1 Bag (100pcs)3D Mix Resin Rhinestone Glitter Bowknot Slice Nail Art Tips/Decals/Stickers DIY Decorations niceEshop Color: show as picture;niceEshop bulk packing with good quality new item.Package include:1 x bag (100pcs) of bow nail artPlease note:1> niceEshop(TM) is a worldwide registered trademark and the only authorized seller of niceEshop branded products.2> niceEshop(TM) items,packing,bar code and accessories are exclusive,any counterfeit niceEshop brand items and sellers should be prohibited.3> niceEshop provides various kinds of great products(Electronics,Home&Garden;,Beauty&Health;,Clothing,shoes& Sports outdoors...etc) at lowest prices, welcome to our store!!! Makeup Nails Beauty Nail Art"
80-144-177-251,3,1,10327,B009A0VGKY,"niceEshop Shiny Rhinestones Transparent Crystal Cross Shape Nail Stickers Decals Nail Art DIY Decorations niceEshop Color: show as picture;niceEshop bulk packing with good quality new item.Package include:1 x bag(10Pcs) of transparent crystal cross nail decals.Please note:1> niceEshop(TM) is a worldwide registered trademark and the only authorized seller of niceEshop branded products.2> niceEshop(TM) items,packing,bar code and accessories are exclusive,any counterfeit niceEshop brand items and sellers should be prohibited.3> niceEshop provides various kinds of great products(Electronics,Home&Garden;,Beauty&Health;,Clothing,shoes& Sports outdoors...etc) at lowest prices, welcome to our store!!! Makeup Nails Beauty Nail Art"
80-144-177-251,3,2,11443,B00DQ2ILQY,"niceEshop(TM) Stainless Steel Extension Eyelash Applicator Tool Fish Tail Clip-Silver niceEshop So useful:Extension Eyelash Applicator Clip is durable as made from stainless steel material.Very practical and easy to handle makeup Tools.Color:Silver Tone.(other similar Beauty Tools available, please visit our store for more )Package include:1 x Extension Eyelash Applicator ClipPlease note:1> niceEshop(TM) is a registered trademark and the only authorized seller of niceEshop branded products.2> niceEshop provide you various kinds of great products at the lowest possible prices, welcome to our store and get what you want !!!3> niceEshop highly appriciate all customers' opinions to improve the selling ,also if anything you unsatisfied, pls contact our customer service dapartment for probable best solution. Beauty Tools & Accessories Eyelash Tools Fake Eyelashes & Adhesives Makeup Brushes & Tools"
88-216-54-57,3,0,1269,B000FCY95A,"Vanicream Sunscreen Sport, Spf 35, 4-ounce Vanicream VanicreamTM Sunscreen Sport SPF 35 is a broad spectrum sunscreen that protects your skin throughout the UVA  spectrum and provides more protection than your natural sunburn protection (UVB). While all sunscreens protect your skin from the sun's burning UVB rays, VanicreamTM Sunscreen Sport SPF 35 contains zinc oxide, an ingredient that offers additional protection from the UVA rays which may contribute to skin damage and premature aging of the skin. This sunscreen also contains Vitamin E, a natural antioxidant which helps prevent damage to the skin by neutralizing free radicals produced when skin is exposed to the sun. Sun Beauty Sports Skin Protection Skin Care"
88-216-54-57,3,1,2332,B000V1QLEM,"Vanicream Sunscreen, Sensitive Skin, Spf 60, 4 Ounce VanicreamTM Sunscreen SPF 60 is a broad spectrum sunscreen that protect your skin throughout the UVA spectrum and provide more protection than your natural sunburn protection (UVB). While all sunscreens protect your skin from the sun's burning UVB rays, the SPF 60 sunscreen contain zinc oxide, an ingredient that offers additional protection from the UVA rays which may contribute to skin damage and premature aging of the skin. Antioxidants in the formulas help prevent damage to the skin by neutralizing free radicals produced when skin is exposed to the sun. Sun Beauty Sports Skin Protection Skin Care"
88-216-54-57,3,2,2642,B000ZJ2842,"Vanicream Sunscreen, Sensitive Skin, SPF 30, 4-Ounce, Vanicream VanicreamTM Sunscreen SPF 30 is a broad spectrum sunscreen that protect your skin throughout the UVA spectrum and provide more protection than your natural sunburn protection (UVB). While all sunscreens protect your skin from the sun's burning UVB rays, the SPF 30 sunscreen contain zinc oxide, an ingredient that offers additional protection from the UVA rays which may contribute to skin damage and premature aging of the skin. Antioxidants in the formulas help prevent damage to the skin by neutralizing free radicals produced when skin is exposed to the sun.                                                                                                                                                     Active Ingredients: SPF 30: titanium dioxide 5%, zinc oxide 5%                                                                                                             Inactive ingredients: alumina, C12-15 alkyl benzoate, caprylic/capric triglyceride, cetearyl isononanoate, cetyl alcohol, isopropyl titanium triisostearate/triethoxycaprylylsilane crosspolymer, magnesium sulfate, methylpropanediol, PEG-12 dimethicone, PEG-30 dipolyhydroxystearate, phenyl trimethicone, polyethylene, polyhydroxystearic acid, purified water, sodium ascorbyl phosphate, stearyl dimethicone, tetrasodium EDTA, tocopheryl acetate, triethoxycaprylylsilane Sun Beauty Sports Skin Protection Skin Care"
91-160-174-40,3,0,11048,B00BB5YHFC,Remington HC5850 Virtually Indestructible Haircut Kit Remington Beauty Styling Tools Hair Cutting Kits Hair Care
91-160-174-40,3,1,11049,B00BB5YHFW,Remington HC5950 Touch Control Haircut Kit Remington Beauty Styling Tools Hair Cutting Kits Hair Care
91-160-174-40,3,2,11352,B00CYDSAO4,TS-2 Millennium Professional Flat Iron TS-2 Hair Care Flattening Irons Beauty Irons Styling Tools
93-219-208-98,3,0,7871,B004ZT0CQO,"OPI Nail Lacquer, White Shatter, 0.5 Fluid Ounce OPI The OPI Shatter shades creates a two-texture finish when used over nail lacquer. Makeup Nails Beauty Nail Polish"
93-219-208-98,3,1,7950,B00521MTNS,"OPI Nail Lacquer, Navy Shatter, 0.5 Fluid Ounce OPI The OPI Shatter shades creates a two-texture finish when used over nail lacquer. Makeup Nails Beauty Nail Polish"
